p wcnf 416 3886 100000000000000000
100000000000000000 -337 -353 -340 -356 0
100000000000000000 -337 -353 -341 -357 0
100000000000000000 -337 -353 -342 -358 0
100000000000000000 -337 -353 -343 -359 0
100000000000000000 -337 -353 -344 -360 0
100000000000000000 -337 -353 -345 -361 0
100000000000000000 -337 -353 -346 -362 0
100000000000000000 -337 -353 -347 -363 0
100000000000000000 -337 -353 -348 -364 0
100000000000000000 -337 -353 -349 -365 0
100000000000000000 -337 -353 -350 -366 0
100000000000000000 -337 -353 -351 -367 0
100000000000000000 -337 -353 -352 -368 0
100000000000000000 -337 -343 0
100000000000000000 -337 -369 -338 -370 0
100000000000000000 -337 -369 -339 -371 0
100000000000000000 -337 -369 -340 -372 0
100000000000000000 -337 -369 -341 -373 0
100000000000000000 -337 -369 -342 -374 0
100000000000000000 -337 -369 -343 -375 0
100000000000000000 -337 -369 -344 -376 0
100000000000000000 -337 -369 -345 -377 0
100000000000000000 -337 -369 -346 -378 0
100000000000000000 -337 -369 -347 -379 0
100000000000000000 -337 -369 -348 -380 0
100000000000000000 -337 -369 -349 -381 0
100000000000000000 -337 -369 -350 -382 0
100000000000000000 -337 -369 -351 -383 0
100000000000000000 -337 -369 -352 -384 0
100000000000000000 -337 -343 0
100000000000000000 -337 -295 -338 -290 0
100000000000000000 -337 -295 -339 -291 0
100000000000000000 -337 -295 -340 -292 0
100000000000000000 -337 -295 -341 -293 0
100000000000000000 -337 -295 -342 -289 0
100000000000000000 -337 -295 -343 -294 0
100000000000000000 -337 -295 -344 -296 0
100000000000000000 -337 -295 -345 -297 0
100000000000000000 -337 -295 -346 -298 0
100000000000000000 -337 -295 -347 -299 0
100000000000000000 -337 -295 -348 -300 0
100000000000000000 -337 -295 -349 -301 0
100000000000000000 -337 -295 -350 -302 0
100000000000000000 -337 -295 -351 -303 0
100000000000000000 -337 -295 -352 -304 0
100000000000000000 -337 -343 0
100000000000000000 -337 -311 -338 -306 0
100000000000000000 -337 -311 -339 -307 0
100000000000000000 -337 -311 -340 -308 0
100000000000000000 -337 -311 -341 -309 0
100000000000000000 -337 -311 -342 -305 0
100000000000000000 -337 -311 -343 -310 0
100000000000000000 -337 -311 -344 -312 0
100000000000000000 -337 -311 -345 -313 0
100000000000000000 -337 -311 -346 -314 0
100000000000000000 -337 -311 -347 -315 0
100000000000000000 -337 -311 -348 -316 0
100000000000000000 -337 -311 -349 -317 0
100000000000000000 -337 -311 -350 -318 0
100000000000000000 -337 -311 -351 -319 0
100000000000000000 -337 -311 -352 -320 0
100000000000000000 -337 -343 0
100000000000000000 -385 -279 -386 -274 0
100000000000000000 -385 -279 -387 -275 0
100000000000000000 -385 -279 -388 -276 0
100000000000000000 -385 -279 -389 -277 0
100000000000000000 -385 -279 -390 -273 0
100000000000000000 -385 -279 -391 -278 0
100000000000000000 -385 -279 -392 -280 0
100000000000000000 -385 -279 -393 -281 0
100000000000000000 -385 -279 -394 -282 0
100000000000000000 -385 -279 -395 -283 0
100000000000000000 -385 -279 -396 -284 0
100000000000000000 -385 -279 -397 -285 0
100000000000000000 -385 -279 -398 -286 0
100000000000000000 -385 -279 -399 -287 0
100000000000000000 -385 -279 -400 -288 0
100000000000000000 -385 -391 0
100000000000000000 -385 -353 -386 -354 0
100000000000000000 -385 -353 -387 -355 0
100000000000000000 -385 -353 -388 -356 0
100000000000000000 -385 -353 -389 -357 0
100000000000000000 -385 -353 -390 -358 0
100000000000000000 -385 -353 -391 -359 0
100000000000000000 -385 -353 -392 -360 0
100000000000000000 -385 -353 -393 -361 0
100000000000000000 -385 -353 -394 -362 0
100000000000000000 -385 -353 -395 -363 0
100000000000000000 -385 -353 -396 -364 0
100000000000000000 -385 -353 -397 -365 0
100000000000000000 -385 -353 -398 -366 0
100000000000000000 -385 -353 -399 -367 0
100000000000000000 -385 -353 -400 -368 0
100000000000000000 -385 -391 0
100000000000000000 -385 -369 -386 -370 0
100000000000000000 -385 -369 -387 -371 0
100000000000000000 -385 -369 -388 -372 0
100000000000000000 -385 -369 -389 -373 0
100000000000000000 -385 -369 -390 -374 0
100000000000000000 -385 -369 -391 -375 0
100000000000000000 -385 -369 -392 -376 0
100000000000000000 -385 -369 -393 -377 0
100000000000000000 -385 -369 -394 -378 0
100000000000000000 -385 -369 -395 -379 0
100000000000000000 -385 -369 -396 -380 0
100000000000000000 -385 -369 -397 -381 0
100000000000000000 -385 -369 -398 -382 0
100000000000000000 -385 -369 -399 -383 0
100000000000000000 -385 -369 -400 -384 0
100000000000000000 -385 -391 0
100000000000000000 -385 -295 -386 -290 0
100000000000000000 -385 -295 -387 -291 0
100000000000000000 -385 -295 -388 -292 0
100000000000000000 -385 -295 -389 -293 0
100000000000000000 -385 -295 -390 -289 0
100000000000000000 -385 -295 -391 -294 0
100000000000000000 -385 -295 -392 -296 0
100000000000000000 -385 -295 -393 -297 0
100000000000000000 -385 -295 -394 -298 0
100000000000000000 -385 -295 -395 -299 0
100000000000000000 -385 -295 -396 -300 0
100000000000000000 -385 -295 -397 -301 0
100000000000000000 -385 -295 -398 -302 0
100000000000000000 -385 -295 -399 -303 0
100000000000000000 -385 -295 -400 -304 0
100000000000000000 -385 -391 0
100000000000000000 -385 -311 -386 -306 0
100000000000000000 -385 -311 -387 -307 0
100000000000000000 -385 -311 -388 -308 0
100000000000000000 -385 -311 -389 -309 0
100000000000000000 -385 -311 -390 -305 0
100000000000000000 -385 -311 -391 -310 0
100000000000000000 -385 -311 -392 -312 0
100000000000000000 -385 -311 -393 -313 0
100000000000000000 -385 -311 -394 -314 0
100000000000000000 -385 -311 -395 -315 0
100000000000000000 -385 -311 -396 -316 0
100000000000000000 -385 -311 -397 -317 0
100000000000000000 -385 -311 -398 -318 0
100000000000000000 -385 -311 -399 -319 0
100000000000000000 -385 -311 -400 -320 0
100000000000000000 -385 -391 0
100000000000000000 -247 -279 -242 -274 0
100000000000000000 -247 -279 -243 -275 0
100000000000000000 -247 -279 -244 -276 0
100000000000000000 -247 -279 -241 -277 0
100000000000000000 -247 -279 -245 -273 0
100000000000000000 -247 -279 -246 -278 0
100000000000000000 -247 -279 -248 -280 0
100000000000000000 -247 -279 -249 -281 0
100000000000000000 -247 -279 -250 -282 0
100000000000000000 -247 -279 -251 -283 0
100000000000000000 -247 -279 -252 -284 0
100000000000000000 -247 -279 -253 -285 0
100000000000000000 -247 -279 -254 -286 0
100000000000000000 -247 -279 -255 -287 0
100000000000000000 -247 -279 -256 -288 0
100000000000000000 -247 -246 0
100000000000000000 -247 -353 -242 -354 0
100000000000000000 -247 -353 -243 -355 0
100000000000000000 -247 -353 -244 -356 0
100000000000000000 -247 -353 -241 -357 0
100000000000000000 -247 -353 -245 -358 0
100000000000000000 -247 -353 -246 -359 0
100000000000000000 -247 -353 -248 -360 0
100000000000000000 -247 -353 -249 -361 0
100000000000000000 -247 -353 -250 -362 0
100000000000000000 -247 -353 -251 -363 0
100000000000000000 -247 -353 -252 -364 0
100000000000000000 -247 -353 -253 -365 0
100000000000000000 -247 -353 -254 -366 0
100000000000000000 -247 -353 -255 -367 0
100000000000000000 -247 -353 -256 -368 0
100000000000000000 -247 -246 0
100000000000000000 -247 -369 -242 -370 0
100000000000000000 -247 -369 -243 -371 0
100000000000000000 -247 -369 -244 -372 0
100000000000000000 -247 -369 -241 -373 0
100000000000000000 -247 -369 -245 -374 0
100000000000000000 -247 -369 -246 -375 0
100000000000000000 -247 -369 -248 -376 0
100000000000000000 -247 -369 -249 -377 0
100000000000000000 -247 -369 -250 -378 0
100000000000000000 -247 -369 -251 -379 0
100000000000000000 -247 -369 -252 -380 0
100000000000000000 -247 -369 -253 -381 0
100000000000000000 -247 -369 -254 -382 0
100000000000000000 -247 -369 -255 -383 0
100000000000000000 -247 -369 -256 -384 0
100000000000000000 -247 -246 0
100000000000000000 -247 -295 -242 -290 0
100000000000000000 -247 -295 -243 -291 0
100000000000000000 -247 -295 -244 -292 0
100000000000000000 -247 -295 -241 -293 0
100000000000000000 -247 -295 -245 -289 0
100000000000000000 -247 -295 -246 -294 0
100000000000000000 -247 -295 -248 -296 0
100000000000000000 -247 -295 -249 -297 0
100000000000000000 -247 -295 -250 -298 0
100000000000000000 -247 -295 -251 -299 0
100000000000000000 -247 -295 -252 -300 0
100000000000000000 -247 -295 -253 -301 0
100000000000000000 -247 -295 -254 -302 0
100000000000000000 -247 -295 -255 -303 0
100000000000000000 -247 -295 -256 -304 0
100000000000000000 -247 -246 0
100000000000000000 -247 -311 -242 -306 0
100000000000000000 -247 -311 -243 -307 0
100000000000000000 -247 -311 -244 -308 0
100000000000000000 -247 -311 -241 -309 0
100000000000000000 -247 -311 -245 -305 0
100000000000000000 -247 -311 -246 -310 0
100000000000000000 -247 -311 -248 -312 0
100000000000000000 -247 -311 -249 -313 0
100000000000000000 -247 -311 -250 -314 0
100000000000000000 -247 -311 -251 -315 0
100000000000000000 -247 -311 -252 -316 0
100000000000000000 -247 -311 -253 -317 0
100000000000000000 -247 -311 -254 -318 0
100000000000000000 -247 -311 -255 -319 0
100000000000000000 -247 -311 -256 -320 0
100000000000000000 -247 -246 0
100000000000000000 -200 -16 -194 -2 0
100000000000000000 -200 -16 -195 -4 0
100000000000000000 -200 -16 -193 -6 0
100000000000000000 -200 -16 -196 -8 0
100000000000000000 -200 -16 -197 -10 0
100000000000000000 -200 -16 -198 -12 0
100000000000000000 -200 -16 -199 -14 0
100000000000000000 -200 -16 -201 -18 0
100000000000000000 -200 -16 -202 -20 0
100000000000000000 -200 -16 -203 -22 0
100000000000000000 -200 -16 -204 -24 0
100000000000000000 -200 -16 -205 -26 0
100000000000000000 -200 -16 -206 -28 0
100000000000000000 -200 -16 -207 -30 0
100000000000000000 -200 -16 -208 -32 0
100000000000000000 -200 -40 -194 -33 0
100000000000000000 -200 -40 -195 -34 0
100000000000000000 -200 -40 -193 -35 0
100000000000000000 -200 -40 -196 -36 0
100000000000000000 -200 -40 -197 -37 0
100000000000000000 -200 -40 -198 -38 0
100000000000000000 -200 -40 -199 -39 0
100000000000000000 -200 -40 -201 -41 0
100000000000000000 -200 -40 -202 -42 0
100000000000000000 -200 -40 -203 -43 0
100000000000000000 -200 -40 -204 -44 0
100000000000000000 -200 -40 -205 -45 0
100000000000000000 -200 -40 -206 -46 0
100000000000000000 -200 -40 -207 -47 0
100000000000000000 -200 -40 -208 -48 0
100000000000000000 -200 -56 -194 -49 0
100000000000000000 -200 -56 -195 -50 0
100000000000000000 -200 -56 -193 -51 0
100000000000000000 -200 -56 -196 -52 0
100000000000000000 -200 -56 -197 -53 0
100000000000000000 -200 -56 -198 -54 0
100000000000000000 -200 -56 -199 -55 0
100000000000000000 -200 -56 -201 -57 0
100000000000000000 -200 -56 -202 -58 0
100000000000000000 -200 -56 -203 -59 0
100000000000000000 -200 -56 -204 -60 0
100000000000000000 -200 -56 -205 -61 0
100000000000000000 -200 -56 -206 -62 0
100000000000000000 -200 -56 -207 -63 0
100000000000000000 -200 -56 -208 -64 0
100000000000000000 -200 -72 -194 -65 0
100000000000000000 -200 -72 -195 -66 0
100000000000000000 -200 -72 -193 -67 0
100000000000000000 -200 -72 -196 -68 0
100000000000000000 -200 -72 -197 -69 0
100000000000000000 -200 -72 -198 -70 0
100000000000000000 -200 -72 -199 -71 0
100000000000000000 -200 -72 -201 -73 0
100000000000000000 -200 -72 -202 -74 0
100000000000000000 -200 -72 -203 -75 0
100000000000000000 -200 -72 -204 -76 0
100000000000000000 -200 -72 -205 -77 0
100000000000000000 -200 -72 -206 -78 0
100000000000000000 -200 -72 -207 -79 0
100000000000000000 -200 -72 -208 -80 0
100000000000000000 -200 -88 -194 -81 0
100000000000000000 -200 -88 -195 -82 0
100000000000000000 -200 -88 -193 -83 0
100000000000000000 -200 -88 -196 -84 0
100000000000000000 -200 -88 -197 -85 0
100000000000000000 -200 -88 -198 -86 0
100000000000000000 -200 -88 -199 -87 0
100000000000000000 -200 -88 -201 -89 0
100000000000000000 -200 -88 -202 -90 0
100000000000000000 -200 -88 -203 -91 0
100000000000000000 -200 -88 -204 -92 0
100000000000000000 -200 -88 -205 -93 0
100000000000000000 -200 -88 -206 -94 0
100000000000000000 -200 -88 -207 -95 0
100000000000000000 -200 -88 -208 -96 0
100000000000000000 -15 -16 -1 -2 0
100000000000000000 -15 -16 -3 -4 0
100000000000000000 -15 -16 -5 -6 0
100000000000000000 -15 -16 -7 -8 0
100000000000000000 -15 -16 -9 -10 0
100000000000000000 -15 -16 -11 -12 0
100000000000000000 -15 -16 -13 -14 0
100000000000000000 -15 -16 -17 -18 0
100000000000000000 -15 -16 -19 -20 0
100000000000000000 -15 -16 -21 -22 0
100000000000000000 -15 -16 -23 -24 0
100000000000000000 -15 -16 -25 -26 0
100000000000000000 -15 -16 -27 -28 0
100000000000000000 -15 -16 -29 -30 0
100000000000000000 -15 -16 -31 -32 0
100000000000000000 -15 -40 -1 -33 0
100000000000000000 -15 -40 -3 -34 0
100000000000000000 -15 -40 -5 -35 0
100000000000000000 -15 -40 -7 -36 0
100000000000000000 -15 -40 -9 -37 0
100000000000000000 -15 -40 -11 -38 0
100000000000000000 -15 -40 -13 -39 0
100000000000000000 -15 -40 -17 -41 0
100000000000000000 -15 -40 -19 -42 0
100000000000000000 -15 -40 -21 -43 0
100000000000000000 -15 -40 -23 -44 0
100000000000000000 -15 -40 -25 -45 0
100000000000000000 -15 -40 -27 -46 0
100000000000000000 -15 -40 -29 -47 0
100000000000000000 -15 -40 -31 -48 0
100000000000000000 -15 -56 -1 -49 0
100000000000000000 -15 -56 -3 -50 0
100000000000000000 -15 -56 -5 -51 0
100000000000000000 -15 -56 -7 -52 0
100000000000000000 -15 -56 -9 -53 0
100000000000000000 -15 -56 -11 -54 0
100000000000000000 -15 -56 -13 -55 0
100000000000000000 -15 -56 -17 -57 0
100000000000000000 -15 -56 -19 -58 0
100000000000000000 -15 -56 -21 -59 0
100000000000000000 -15 -56 -23 -60 0
100000000000000000 -15 -56 -25 -61 0
100000000000000000 -15 -56 -27 -62 0
100000000000000000 -15 -56 -29 -63 0
100000000000000000 -15 -56 -31 -64 0
100000000000000000 -15 -72 -1 -65 0
100000000000000000 -15 -72 -3 -66 0
100000000000000000 -15 -72 -5 -67 0
100000000000000000 -15 -72 -7 -68 0
100000000000000000 -15 -72 -9 -69 0
100000000000000000 -15 -72 -11 -70 0
100000000000000000 -15 -72 -13 -71 0
100000000000000000 -15 -72 -17 -73 0
100000000000000000 -15 -72 -19 -74 0
100000000000000000 -15 -72 -21 -75 0
100000000000000000 -15 -72 -23 -76 0
100000000000000000 -15 -72 -25 -77 0
100000000000000000 -15 -72 -27 -78 0
100000000000000000 -15 -72 -29 -79 0
100000000000000000 -15 -72 -31 -80 0
100000000000000000 -15 -88 -1 -81 0
100000000000000000 -15 -88 -3 -82 0
100000000000000000 -15 -88 -5 -83 0
100000000000000000 -15 -88 -7 -84 0
100000000000000000 -15 -88 -9 -85 0
100000000000000000 -15 -88 -11 -86 0
100000000000000000 -15 -88 -13 -87 0
100000000000000000 -15 -88 -17 -89 0
100000000000000000 -15 -88 -19 -90 0
100000000000000000 -15 -88 -21 -91 0
100000000000000000 -15 -88 -23 -92 0
100000000000000000 -15 -88 -25 -93 0
100000000000000000 -15 -88 -27 -94 0
100000000000000000 -15 -88 -29 -95 0
100000000000000000 -15 -88 -31 -96 0
100000000000000000 -200 -16 -194 -2 0
100000000000000000 -200 -16 -195 -4 0
100000000000000000 -200 -16 -193 -6 0
100000000000000000 -200 -16 -196 -8 0
100000000000000000 -200 -16 -197 -10 0
100000000000000000 -200 -16 -198 -12 0
100000000000000000 -200 -16 -199 -14 0
100000000000000000 -200 -16 -201 -18 0
100000000000000000 -200 -16 -202 -20 0
100000000000000000 -200 -16 -203 -22 0
100000000000000000 -200 -16 -204 -24 0
100000000000000000 -200 -16 -205 -26 0
100000000000000000 -200 -16 -206 -28 0
100000000000000000 -200 -16 -207 -30 0
100000000000000000 -200 -16 -208 -32 0
100000000000000000 -200 -40 -194 -33 0
100000000000000000 -200 -40 -195 -34 0
100000000000000000 -200 -40 -193 -35 0
100000000000000000 -200 -40 -196 -36 0
100000000000000000 -200 -40 -197 -37 0
100000000000000000 -200 -40 -198 -38 0
100000000000000000 -200 -40 -199 -39 0
100000000000000000 -200 -40 -201 -41 0
100000000000000000 -200 -40 -202 -42 0
100000000000000000 -200 -40 -203 -43 0
100000000000000000 -200 -40 -204 -44 0
100000000000000000 -200 -40 -205 -45 0
100000000000000000 -200 -40 -206 -46 0
100000000000000000 -200 -40 -207 -47 0
100000000000000000 -200 -40 -208 -48 0
100000000000000000 -200 -56 -194 -49 0
100000000000000000 -200 -56 -195 -50 0
100000000000000000 -200 -56 -193 -51 0
100000000000000000 -200 -56 -196 -52 0
100000000000000000 -200 -56 -197 -53 0
100000000000000000 -200 -56 -198 -54 0
100000000000000000 -200 -56 -199 -55 0
100000000000000000 -200 -56 -201 -57 0
100000000000000000 -200 -56 -202 -58 0
100000000000000000 -200 -56 -203 -59 0
100000000000000000 -200 -56 -204 -60 0
100000000000000000 -200 -56 -205 -61 0
100000000000000000 -200 -56 -206 -62 0
100000000000000000 -200 -56 -207 -63 0
100000000000000000 -200 -56 -208 -64 0
100000000000000000 -200 -72 -194 -65 0
100000000000000000 -200 -72 -195 -66 0
100000000000000000 -200 -72 -193 -67 0
100000000000000000 -200 -72 -196 -68 0
100000000000000000 -200 -72 -197 -69 0
100000000000000000 -200 -72 -198 -70 0
100000000000000000 -200 -72 -199 -71 0
100000000000000000 -200 -72 -201 -73 0
100000000000000000 -200 -72 -202 -74 0
100000000000000000 -200 -72 -203 -75 0
100000000000000000 -200 -72 -204 -76 0
100000000000000000 -200 -72 -205 -77 0
100000000000000000 -200 -72 -206 -78 0
100000000000000000 -200 -72 -207 -79 0
100000000000000000 -200 -72 -208 -80 0
100000000000000000 -200 -88 -194 -81 0
100000000000000000 -200 -88 -195 -82 0
100000000000000000 -200 -88 -193 -83 0
100000000000000000 -200 -88 -196 -84 0
100000000000000000 -200 -88 -197 -85 0
100000000000000000 -200 -88 -198 -86 0
100000000000000000 -200 -88 -199 -87 0
100000000000000000 -200 -88 -201 -89 0
100000000000000000 -200 -88 -202 -90 0
100000000000000000 -200 -88 -203 -91 0
100000000000000000 -200 -88 -204 -92 0
100000000000000000 -200 -88 -205 -93 0
100000000000000000 -200 -88 -206 -94 0
100000000000000000 -200 -88 -207 -95 0
100000000000000000 -200 -88 -208 -96 0
100000000000000000 -121 -18 -113 -2 0
100000000000000000 -121 -18 -114 -4 0
100000000000000000 -121 -18 -115 -6 0
100000000000000000 -121 -18 -116 -8 0
100000000000000000 -121 -18 -117 -10 0
100000000000000000 -121 -18 -118 -12 0
100000000000000000 -121 -18 -119 -14 0
100000000000000000 -121 -18 -120 -16 0
100000000000000000 -121 -18 -122 -20 0
100000000000000000 -121 -18 -123 -22 0
100000000000000000 -121 -18 -124 -24 0
100000000000000000 -121 -18 -125 -26 0
100000000000000000 -121 -18 -126 -28 0
100000000000000000 -121 -18 -127 -30 0
100000000000000000 -121 -18 -128 -32 0
100000000000000000 -121 -41 -113 -33 0
100000000000000000 -121 -41 -114 -34 0
100000000000000000 -121 -41 -115 -35 0
100000000000000000 -121 -41 -116 -36 0
100000000000000000 -121 -41 -117 -37 0
100000000000000000 -121 -41 -118 -38 0
100000000000000000 -121 -41 -119 -39 0
100000000000000000 -121 -41 -120 -40 0
100000000000000000 -121 -41 -122 -42 0
100000000000000000 -121 -41 -123 -43 0
100000000000000000 -121 -41 -124 -44 0
100000000000000000 -121 -41 -125 -45 0
100000000000000000 -121 -41 -126 -46 0
100000000000000000 -121 -41 -127 -47 0
100000000000000000 -121 -41 -128 -48 0
100000000000000000 -121 -57 -113 -49 0
100000000000000000 -121 -57 -114 -50 0
100000000000000000 -121 -57 -115 -51 0
100000000000000000 -121 -57 -116 -52 0
100000000000000000 -121 -57 -117 -53 0
100000000000000000 -121 -57 -118 -54 0
100000000000000000 -121 -57 -119 -55 0
100000000000000000 -121 -57 -120 -56 0
100000000000000000 -121 -57 -122 -58 0
100000000000000000 -121 -57 -123 -59 0
100000000000000000 -121 -57 -124 -60 0
100000000000000000 -121 -57 -125 -61 0
100000000000000000 -121 -57 -126 -62 0
100000000000000000 -121 -57 -127 -63 0
100000000000000000 -121 -57 -128 -64 0
100000000000000000 -121 -73 -113 -65 0
100000000000000000 -121 -73 -114 -66 0
100000000000000000 -121 -73 -115 -67 0
100000000000000000 -121 -73 -116 -68 0
100000000000000000 -121 -73 -117 -69 0
100000000000000000 -121 -73 -118 -70 0
100000000000000000 -121 -73 -119 -71 0
100000000000000000 -121 -73 -120 -72 0
100000000000000000 -121 -73 -122 -74 0
100000000000000000 -121 -73 -123 -75 0
100000000000000000 -121 -73 -124 -76 0
100000000000000000 -121 -73 -125 -77 0
100000000000000000 -121 -73 -126 -78 0
100000000000000000 -121 -73 -127 -79 0
100000000000000000 -121 -73 -128 -80 0
100000000000000000 -121 -89 -113 -81 0
100000000000000000 -121 -89 -114 -82 0
100000000000000000 -121 -89 -115 -83 0
100000000000000000 -121 -89 -116 -84 0
100000000000000000 -121 -89 -117 -85 0
100000000000000000 -121 -89 -118 -86 0
100000000000000000 -121 -89 -119 -87 0
100000000000000000 -121 -89 -120 -88 0
100000000000000000 -121 -89 -122 -90 0
100000000000000000 -121 -89 -123 -91 0
100000000000000000 -121 -89 -124 -92 0
100000000000000000 -121 -89 -125 -93 0
100000000000000000 -121 -89 -126 -94 0
100000000000000000 -121 -89 -127 -95 0
100000000000000000 -121 -89 -128 -96 0
100000000000000000 -217 -18 -210 -2 0
100000000000000000 -217 -18 -211 -4 0
100000000000000000 -217 -18 -209 -6 0
100000000000000000 -217 -18 -212 -8 0
100000000000000000 -217 -18 -213 -10 0
100000000000000000 -217 -18 -214 -12 0
100000000000000000 -217 -18 -215 -14 0
100000000000000000 -217 -18 -216 -16 0
100000000000000000 -217 -18 -218 -20 0
100000000000000000 -217 -18 -219 -22 0
100000000000000000 -217 -18 -220 -24 0
100000000000000000 -217 -18 -221 -26 0
100000000000000000 -217 -18 -222 -28 0
100000000000000000 -217 -18 -223 -30 0
100000000000000000 -217 -18 -224 -32 0
100000000000000000 -217 -41 -210 -33 0
100000000000000000 -217 -41 -211 -34 0
100000000000000000 -217 -41 -209 -35 0
100000000000000000 -217 -41 -212 -36 0
100000000000000000 -217 -41 -213 -37 0
100000000000000000 -217 -41 -214 -38 0
100000000000000000 -217 -41 -215 -39 0
100000000000000000 -217 -41 -216 -40 0
100000000000000000 -217 -41 -218 -42 0
100000000000000000 -217 -41 -219 -43 0
100000000000000000 -217 -41 -220 -44 0
100000000000000000 -217 -41 -221 -45 0
100000000000000000 -217 -41 -222 -46 0
100000000000000000 -217 -41 -223 -47 0
100000000000000000 -217 -41 -224 -48 0
100000000000000000 -217 -57 -210 -49 0
100000000000000000 -217 -57 -211 -50 0
100000000000000000 -217 -57 -209 -51 0
100000000000000000 -217 -57 -212 -52 0
100000000000000000 -217 -57 -213 -53 0
100000000000000000 -217 -57 -214 -54 0
100000000000000000 -217 -57 -215 -55 0
100000000000000000 -217 -57 -216 -56 0
100000000000000000 -217 -57 -218 -58 0
100000000000000000 -217 -57 -219 -59 0
100000000000000000 -217 -57 -220 -60 0
100000000000000000 -217 -57 -221 -61 0
100000000000000000 -217 -57 -222 -62 0
100000000000000000 -217 -57 -223 -63 0
100000000000000000 -217 -57 -224 -64 0
100000000000000000 -217 -73 -210 -65 0
100000000000000000 -217 -73 -211 -66 0
100000000000000000 -217 -73 -209 -67 0
100000000000000000 -217 -73 -212 -68 0
100000000000000000 -217 -73 -213 -69 0
100000000000000000 -217 -73 -214 -70 0
100000000000000000 -217 -73 -215 -71 0
100000000000000000 -217 -73 -216 -72 0
100000000000000000 -217 -73 -218 -74 0
100000000000000000 -217 -73 -219 -75 0
100000000000000000 -217 -73 -220 -76 0
100000000000000000 -217 -73 -221 -77 0
100000000000000000 -217 -73 -222 -78 0
100000000000000000 -217 -73 -223 -79 0
100000000000000000 -217 -73 -224 -80 0
100000000000000000 -217 -89 -210 -81 0
100000000000000000 -217 -89 -211 -82 0
100000000000000000 -217 -89 -209 -83 0
100000000000000000 -217 -89 -212 -84 0
100000000000000000 -217 -89 -213 -85 0
100000000000000000 -217 -89 -214 -86 0
100000000000000000 -217 -89 -215 -87 0
100000000000000000 -217 -89 -216 -88 0
100000000000000000 -217 -89 -218 -90 0
100000000000000000 -217 -89 -219 -91 0
100000000000000000 -217 -89 -220 -92 0
100000000000000000 -217 -89 -221 -93 0
100000000000000000 -217 -89 -222 -94 0
100000000000000000 -217 -89 -223 -95 0
100000000000000000 -217 -89 -224 -96 0
100000000000000000 -137 -18 -130 -2 0
100000000000000000 -137 -18 -129 -4 0
100000000000000000 -137 -18 -131 -6 0
100000000000000000 -137 -18 -132 -8 0
100000000000000000 -137 -18 -133 -10 0
100000000000000000 -137 -18 -134 -12 0
100000000000000000 -137 -18 -135 -14 0
100000000000000000 -137 -18 -136 -16 0
100000000000000000 -137 -18 -138 -20 0
100000000000000000 -137 -18 -139 -22 0
100000000000000000 -137 -18 -140 -24 0
100000000000000000 -137 -18 -141 -26 0
100000000000000000 -137 -18 -142 -28 0
100000000000000000 -137 -18 -143 -30 0
100000000000000000 -137 -18 -144 -32 0
100000000000000000 -137 -41 -130 -33 0
100000000000000000 -137 -41 -129 -34 0
100000000000000000 -137 -41 -131 -35 0
100000000000000000 -137 -41 -132 -36 0
100000000000000000 -137 -41 -133 -37 0
100000000000000000 -137 -41 -134 -38 0
100000000000000000 -137 -41 -135 -39 0
100000000000000000 -137 -41 -136 -40 0
100000000000000000 -137 -41 -138 -42 0
100000000000000000 -137 -41 -139 -43 0
100000000000000000 -137 -41 -140 -44 0
100000000000000000 -137 -41 -141 -45 0
100000000000000000 -137 -41 -142 -46 0
100000000000000000 -137 -41 -143 -47 0
100000000000000000 -137 -41 -144 -48 0
100000000000000000 -137 -57 -130 -49 0
100000000000000000 -137 -57 -129 -50 0
100000000000000000 -137 -57 -131 -51 0
100000000000000000 -137 -57 -132 -52 0
100000000000000000 -137 -57 -133 -53 0
100000000000000000 -137 -57 -134 -54 0
100000000000000000 -137 -57 -135 -55 0
100000000000000000 -137 -57 -136 -56 0
100000000000000000 -137 -57 -138 -58 0
100000000000000000 -137 -57 -139 -59 0
100000000000000000 -137 -57 -140 -60 0
100000000000000000 -137 -57 -141 -61 0
100000000000000000 -137 -57 -142 -62 0
100000000000000000 -137 -57 -143 -63 0
100000000000000000 -137 -57 -144 -64 0
100000000000000000 -137 -73 -130 -65 0
100000000000000000 -137 -73 -129 -66 0
100000000000000000 -137 -73 -131 -67 0
100000000000000000 -137 -73 -132 -68 0
100000000000000000 -137 -73 -133 -69 0
100000000000000000 -137 -73 -134 -70 0
100000000000000000 -137 -73 -135 -71 0
100000000000000000 -137 -73 -136 -72 0
100000000000000000 -137 -73 -138 -74 0
100000000000000000 -137 -73 -139 -75 0
100000000000000000 -137 -73 -140 -76 0
100000000000000000 -137 -73 -141 -77 0
100000000000000000 -137 -73 -142 -78 0
100000000000000000 -137 -73 -143 -79 0
100000000000000000 -137 -73 -144 -80 0
100000000000000000 -137 -89 -130 -81 0
100000000000000000 -137 -89 -129 -82 0
100000000000000000 -137 -89 -131 -83 0
100000000000000000 -137 -89 -132 -84 0
100000000000000000 -137 -89 -133 -85 0
100000000000000000 -137 -89 -134 -86 0
100000000000000000 -137 -89 -135 -87 0
100000000000000000 -137 -89 -136 -88 0
100000000000000000 -137 -89 -138 -90 0
100000000000000000 -137 -89 -139 -91 0
100000000000000000 -137 -89 -140 -92 0
100000000000000000 -137 -89 -141 -93 0
